"","Old.number","Current.number","Plot","Subplot","a.2006..n.2011..nv.2016","Exclude","Added","Alive2006","Alive2011","Alive2016","Family","Species..names.not.updated.","C.Cerrado..G.generalist.","Shade.Tolerance","H.2016.m","DAP1.16","DAP2.16","DAP3.16","DAP4.16","DAP5.16","DAP6.16","DAP7.16","G2016..m2.","dg2016..cm.","H.2011..m.","DAP.1.11","DAP2.11","DAP3.11","DAP4.11","DAP5.11","DAP6.11","DAP7.11","G2011..m2.","dg.2011..cm.","H.2006","DAP1.06","DAP2.06","DAP3.06","DAP4.06","DAP5.06","DAP6.06","DAP7.06","G2006..m2.","dg2006..cm.","dg.2006.cm","dg.2011.cm","dg.2016.cm","dbh.annual.increment.cm._10.years","Code","BA.above2006","BA.above2011","Died2011","Died2016","TBA.2006.m2ha.1","TBA.2011.m2.ha.1","Total.sand..","Clay..","Silt..","Coarse.sand..","Fine.sand..","Base.saturation.V..0.20cm","clay.silt..","Fine.sand.clay.silt","Areia.Grossa","Base.saturation.V..60.80cm","Canopy.cover..","Canopy.oppeness..","Transprecipitation.2006..","soil.humidity.0.20cm..","Diameter.increment.cm.yr","PC1","PC2"
"3210","1728","1728","10","3","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",10,"16.8",NA,NA,NA,NA,NA,NA,0.0222,"16.8",10,"16.3",NA,NA,NA,NA,NA,NA,0.0208,"16.3",16.26,16.8,0,-1.626,"VOTU",0.2925,0.3446,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3211","1725","1725","10","3","a",NA,"2006","v","v","m","MELASTOMATACEAE","Miconia ligustroides (DC.) Naudin","C","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",4,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",5.59,5.6,0,-0.559,"MILI",1.4285,1.8647,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3212","1726","1726","10","3","a",NA,"2006","v","m","m","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",4,"6.6",NA,NA,NA,NA,NA,NA,0.0034,"6.6",6.6,NA,NA,NA,"TAOC",1.4285,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3213","1741","1741","10","4","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",1.5,"<5",NA,NA,NA,NA,NA,NA,NA,"#VALUE!",6,"5.1",NA,NA,NA,NA,NA,NA,0.002,"5.1",5.08,NA,NA,NA,"OCCO",1.2294,1.8811,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3214","1734","1734","10","4","a",NA,"2006","v","m","m","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",3,"6.9",NA,NA,NA,NA,NA,NA,0.0037,"6.9",6.86,NA,NA,NA,"TAOC",1.5373,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3215","1757","1757","10","5","a",NA,"2006","v","v","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",9,"8.9",NA,NA,NA,NA,NA,NA,0.0062,"8.9",7,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7.11,8.9,0,-0.711,"OCCO",1.019,0.729,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3216","1756","1756","10","5","a",NA,"2006","v","v","m","FABACEAE","Anadenanthera falcata (Benth.) Speg.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3.5,"6.3",NA,NA,NA,NA,NA,NA,0.0031,"6.3",3,"6.1",NA,NA,NA,NA,NA,NA,0.0029,"6.1",6.1,6.3,0,-0.61,"ANFA",1.5373,1.8469,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3217","1760","1760","10","5","a",NA,"2006","v","m","m","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",4,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7.11,NA,NA,NA,"TAOC",1.4285,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3218","1752","1752","10","5","a",NA,"2006","v","m","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",6,"9.1",NA,NA,NA,NA,NA,NA,0.0066,"9.1",9.14,NA,NA,NA,"VOTU",1.2294,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3219","1776","1776","10","6","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",4,"<5",NA,NA,NA,NA,NA,NA,NA,"#VALUE!",3.5,"5.8",NA,NA,NA,NA,NA,NA,0.0027,"5.8",5.84,NA,NA,NA,"VOTU",1.512,1.7975,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3220","1774","6785","10","6","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",8,"7.2",NA,NA,NA,NA,NA,NA,0.0041,"7.2",6.5,"8.4",NA,NA,NA,NA,NA,NA,0.0055,"8.4",8.38,7.2,NA,NA,"OCCO",1.1923,1.0865,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3221","1770","1770","10","6","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",8,"8.3",NA,NA,NA,NA,NA,NA,0.0054,"8.3",9,"9.1",NA,NA,NA,NA,NA,NA,0.0066,"9.1",9.14,8.3,NA,NA,"OCCO",0.661,1.0865,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3222","1765","6781","10","6","a",NA,"2006","v","v","m","FABACEAE","Stryphnodendron obovatum Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",7,"10.3",NA,NA,NA,NA,NA,NA,0.0083,"10.3",6,"9.7",NA,NA,NA,NA,NA,NA,0.0073,"9.7",9.65,10.3,0,-0.965,"STOB",1.2294,1.3012,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3223","1787","1787","10","7","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",2.5,"<5",NA,NA,NA,NA,NA,NA,NA,"#VALUE!",6,"5.2",NA,NA,NA,NA,NA,NA,0.0021,"5.2",5.21,NA,NA,NA,"VOTU",1.2294,1.875,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3224","1785","1785","10","7","a","y","2006","v","v","v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",9,"7.7",NA,NA,NA,NA,NA,NA,0.0047,"7.7",7,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",5.59,7.7,NA,NA,"XYAR",1.019,0.729,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3225","1782","1782","10","7","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",7.5,"8.5",NA,NA,NA,NA,NA,NA,0.0057,"8.5",6.5,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",5.59,8.5,0,-0.559,"VOTU",1.1923,1.2928,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3226","1783","6791","10","7","a",NA,"2006","v","v","m","FABACEAE","Dimorphandra mollis Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",4,"14",NA,NA,NA,NA,NA,NA,0.0154,"14",8,"14.5",NA,NA,NA,NA,NA,NA,0.0165,"14.5",14.48,14,0,-1.448,"DIMO",0.7738,1.7975,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3227","1790","1790","10","7","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",2.5,"8.8",NA,NA,NA,NA,NA,NA,0.0061,"8.8",7,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7.11,8.8,0,-0.711,"VOTU",1.019,1.875,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3228","1794","1794","10","7","a",NA,"2006","v","m","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",7,"7.4",NA,NA,NA,NA,NA,NA,0.0043,"7.4",7.37,NA,NA,NA,"OCCO",1.019,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3229","1795","1795","10","7","a",NA,"2006","v","m","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",7,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7.11,NA,NA,NA,"OCCO",1.019,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3230","1803","1803","10","8","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",7.5,"5.9",NA,NA,NA,NA,NA,NA,0.0027,"5.9",7,"5.1",NA,NA,NA,NA,NA,NA,0.002,"5.1",5.08,5.9,NA,NA,"OCCO",1.019,1.2928,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3231","1799","1799","10","8","a",NA,"2006","v","v","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",6,"6.3",NA,NA,NA,NA,NA,NA,0.0031,"6.3",5,"5.3",NA,NA,NA,NA,NA,NA,0.0022,"5.3",5.33,6.3,0,-0.533,"OCCO",1.3623,1.4864,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3232","1797","1797","10","8","a",NA,"2006","v","v","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",8,"9.9",NA,NA,NA,NA,NA,NA,0.0077,"9.9",7,"7.4",NA,NA,NA,NA,NA,NA,0.0043,"7.4",7.37,9.9,0,-0.737,"OCCO",1.019,1.0865,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3233","1802","1802","10","8","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",9,"11.5",NA,NA,NA,NA,NA,NA,0.0104,"11.5",9,"9.4",NA,NA,NA,NA,NA,NA,0.0069,"9.4",9.4,11.5,NA,NA,"OCCO",0.661,0.729,"n","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3234","1808","1808","10","8","a",NA,"2006","v","v","m","FABACEAE","Stryphnodendron obovatum Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",4,"5.8",NA,NA,NA,NA,NA,NA,0.0026,"5.8",2.5,"5.1",NA,NA,NA,NA,NA,NA,0.002,"5.1",5.08,5.8,0,-0.508,"STOB",1.5518,1.7975,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3235","1807","1807","10","8","a",NA,"2006","v","m","m","OCHNACEAE","Ouratea spectabilis (Mart. ex Engl.) Engl.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",2.5,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",5.59,NA,NA,NA,"OUSP",1.5518,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3236","1806","1806","10","8","a",NA,"2006","v","m","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",5.5,"7.1",NA,NA,NA,NA,NA,NA,0.004,"7.1",7.11,NA,NA,NA,"OCCO",1.3514,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3237","1800","1800","10","8","a",NA,"2006","v","m","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",8,"10.4",NA,NA,NA,NA,NA,NA,0.0085,"10.4",10.41,NA,NA,NA,"OCCO",0.7738,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3238","1814","1814","10","9","a",NA,"2006","v","m","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",4,"14.7",NA,NA,NA,NA,NA,NA,0.017,"14.7",14.73,NA,NA,NA,"VOTU",1.4285,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3239","1816","1816","10","9","a",NA,"2006","v","m","m","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",6,"5.1",NA,NA,NA,NA,NA,NA,0.002,"5.1",5.08,NA,NA,NA,"OCCO",1.2294,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3240","1824","1824","10","10","a",NA,"2006","v","v","m","FABACEAE","Stryphnodendron obovatum Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3.5,"7",NA,NA,NA,NA,NA,NA,0.0038,"7",3.5,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,7,0,-0.635,"STOB",1.512,1.8469,"n","y",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3241","1825","1825","10","10","a",NA,"2006","v","m","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",7,"29",NA,NA,NA,NA,NA,NA,0.0659,"29",28.96,NA,NA,NA,"VOTU",1.019,0,"y","n",15.51,18.81182539,52.74,9.53,2.82,44.92,42.74,9.3,12.4,55.1,44.92,12.5,70.069,29.93,89.55,0.59,0.28,-0.761226558400938,-0.354406177627426
"3242","1832","1832","11","1","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",6,"9.5",NA,NA,NA,NA,NA,NA,0.0071,"9.5",5.5,"8.9",NA,NA,NA,NA,NA,NA,0.0062,"8.9",8.89,9.5,NA,NA,"OCCO",0.1956,0.305,"n","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3243","1833","1833","11","1","a",NA,"2006","v","v","m","FABACEAE","Stryphnodendron obovatum Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",4.5,"10.4",NA,NA,NA,NA,NA,NA,0.0085,"10.4",4,"7.6",NA,NA,NA,NA,NA,NA,0.0046,"7.6",7.62,10.4,0,-0.762,"STOB",0.306,0.5619,"n","y",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3244","1836","1836","11","2","a","y","2006","v","v","v","FABACEAE","Dimorphandra mollis Benth.","C","I",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",3,"6",NA,NA,NA,NA,NA,NA,0.0028,"6",3,"5.1",NA,NA,NA,NA,NA,NA,0.002,"5.1",5.08,6,NA,NA,"DIMO",0.4052,0.8105,"n","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3245","1837","1837","11","2","a","y","2006","v","v","v","LAURACEAE","Ocotea corymbosa (Meisn.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",8,"11.8","15.3",NA,NA,NA,NA,NA,0.0293,"19.3",8,"9.1","12.7",NA,NA,NA,NA,NA,0.0192,"15.6",15.65,19.32,NA,NA,"OCCO",0.0301,0.0366,"n","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3246","1840","1840","11","3","a","y","2006","v","v","v","ANNONACEAE","Xylopia aromatica (Lam.) Mart.","C","I",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",5,"8.5",NA,NA,NA,NA,NA,NA,0.0057,"8.5",5,"6.6",NA,NA,NA,NA,NA,NA,0.0034,"6.6",6.6,8.5,NA,NA,"XYAR",0.2092,0.4236,"n","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3247","1848","1848","11","4","a",NA,"2006","v","v","m","ANNONACEAE","Annona crassiflora Mart.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3,"6.2",NA,NA,NA,NA,NA,NA,0.003,"6.2",3,"5.6",NA,NA,NA,NA,NA,NA,0.0025,"5.6",5.59,6.2,0,-0.559,"ANCR",0.4052,0.8105,"n","y",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3248","1867","1867","11","5","a",NA,"2006","v","v","m","FABACEAE","Stryphnodendron obovatum Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3,"5",NA,NA,NA,NA,NA,NA,0.002,"5",4.5,"9.4",NA,NA,NA,NA,NA,NA,0.0069,"9.4",9.4,5,0,-0.94,"STOB",0.2531,0.8105,"n","y",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3249","1865","1865","11","5","a",NA,"2006","v","v","m","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",2.5,"6.1",NA,NA,NA,NA,NA,NA,0.0029,"6.1",2,"6.1",NA,NA,NA,NA,NA,NA,0.0029,"6.1",6.1,6.1,0,-0.61,"TAOC",0.4711,0.8512,"n","y",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3250","1877","1877","11","7","a",NA,"2006","v","v","m","BIGNONIACEAE","Tabebuia ochracea (Cham.) Standl","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3.5,"7",NA,NA,NA,NA,NA,NA,0.0038,"7",2.5,"6.4",NA,NA,NA,NA,NA,NA,0.0032,"6.4",6.35,7,0,-0.635,"TAOC",0.4659,0.7284,"n","y",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3251","1890","1890","11","9","a",NA,"2006","v","m","m","FABACEAE","Stryphnodendron obovatum Benth.","C","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",2,"5.2",NA,NA,NA,NA,NA,NA,0.0021,"5.2",5.21,NA,NA,NA,"STOB",0.4711,0,"y","n",4.75,8.682136873,41.51,8.68,1.79,59.03,30.51,10.1,10.5,41,59.03,13.7,60.4,39.6,98.69,0.43,0.34,-2.06644679255351,-0.795044799592147
"3252","2159","2159","12","2","a","y","2006","v","v","v","MYRSINACEAE","Rapanea umbellata (Mart.) Mez.","G","T",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",4.5,"7.1","6","5.2","5.5","6.2",NA,NA,0.0143,"13.5",4,"7","5.1",NA,NA,NA,NA,NA,0.0059,"8.6",8.64,13.5,NA,NA,"RAUM",0.3742,0.5884,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"3253","2162","2162","12","3","a","y","2006","v","v","v","FABACEAE","Acosmium subelegans (Mohlenbr.) Yakovlev","C","I",NA,"<5",NA,NA,NA,NA,NA,NA,"#VALUE!","#VALUE!",2,"8.2",NA,NA,NA,NA,NA,NA,0.0053,"8.2",2.5,"8.4",NA,NA,NA,NA,NA,NA,0.0055,"8.4",8.38,8.2,NA,NA,"ACSU",0.6462,0.9094,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"3254",NA,"7055","12","3","a",NA,"2006","v","v","v","FABACEAE","Copaifera langsdorffii Desf.","G","T","7","6.9",NA,NA,NA,NA,NA,NA,"0.0037","6.9",5,"5.5",NA,NA,NA,NA,NA,NA,0.0024,"5.5",NA,NA,NA,NA,NA,NA,NA,NA,0,"0",0,5.5,6.9,0.69,"COLA",0,0.4091,"n","n",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"3255","2185","2185","12","4","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",3,"8.2",NA,NA,NA,NA,NA,NA,0.0053,"8.2",5,"8.3",NA,NA,NA,NA,NA,NA,0.0054,"8.3",8.26,8.2,0,-0.826,"VOTU",0.2602,0.8426,"n","y",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
"3256","2183","2183","12","4","a",NA,"2006","v","v","m","VOCHYSIACEAE","Vochysia tucanorum Mart.","G","I",NA,NA,NA,NA,NA,NA,NA,NA,"0","0",5,"12.2","10",NA,NA,NA,NA,NA,0.0195,"15.8",3,"8.1","5","7.6","15.2",NA,NA,NA,0.03,"19.5",19.54,15.77,0,-1.954,"VOTU",0.5717,0.4091,"n","y",6.56,8.949674904,58.21,9.54,4.38,39.87,46.21,5.4,13.9,60.1,39.87,10.2,58.6,41.4,97.15,0.92,0.23,1.50996001284005,-0.976322415574288
